# Absorption spectrum
# exc. energy / eV    osc. strength
3.14021576318210      0.00173340635629
3.14218733813429      0.00000000085253
3.14622920163235      0.31217737214677
3.14677011981005      0.00000038111980
3.14911885535534      0.00000000116644
3.15112839883605      0.66873122924222
3.20527711647051      0.00000000001279
3.21374013243628      0.08601132044721
3.21496823846833      0.00000000504989
3.21823995865005      0.03454913934817
3.22078377784334      0.00000008980273
3.22092557046793      0.00772447283908
3.23299565274657      0.01233898821090
3.24354966514248      0.00000000191363
3.24536170143070      0.01165824350983
3.24955773371617      0.00187467798521
3.25377249275470      0.00000000005452
3.25920047178438      0.00000000074086
3.26151032750181      0.01458430474909
3.27230958360177      0.00000000180140
3.27656904203691      0.00000000069863
3.27685711186852      0.02258494477374
3.28324634755010      0.55749891012624
3.28553378689775      0.00000001008199
3.28863563296655      0.44127522001950
3.29982926308103      0.00000001124389
3.30214328372743      0.00000000181807
3.30769273235009      1.40003491385671
3.31993926805174      0.00000000907996
3.32170528529575      0.61971961668225
3.33578856708946      0.10680961902787
3.35030013918151      0.00000000405533
3.35816831511538      0.00472714472706
3.36271823661551      0.00000001141485
3.36446833842297      0.03669298959051
3.36839399093773      0.00008294681710
3.36982013432202      0.00000004545242
3.37276807290925      0.00000000092668
3.38643464131945      0.00064009802363
3.38987894130601      0.00000067371884
3.39592254090401      0.00399166769075
3.39845166508190      0.00000015361259
3.39925484838321      0.01137641840523
3.40608411952927      0.00000001019747
3.41079355180046      0.00000000166302
3.41155428739286      0.00195862146736
3.42331171601118      0.00703701136775
3.42337234529052      0.00000215341359
3.42512634255159      0.00472397358887
3.42533069630679      0.00000108204366
3.43817088224357      0.00000101183626
3.43847568677450      0.00345126579768
3.45134999910168      0.00000128044020
3.45142944236940      0.00449268950760
3.45237431339384      0.00898585584833
3.45533884114422      0.00000129703839
3.45660462506706      0.00106478344168
3.45663313471352      0.00000266368165
3.46410438404170      0.00370558473259
3.46412781280179      0.00000632461362
3.47363819243358      0.00000199958949
3.47371522053827      0.00311932167307
3.48228472401875      0.00000560532742
3.48230555168520      0.00225492383605
3.49135326170398      0.00223862086664
3.49136938921058      0.00000086236646
3.50341423932552      0.00157611409480
3.50352367826379      0.00000160472376
3.50407952133327      0.00000452031593
3.50409288846134      0.00198818685109
3.50419668404475      0.00295795919590
3.50421341156117      0.00000153419749
3.50491482327375      0.00045502873267
3.50492438837264      0.00000400414965
3.50630938069551      0.00505465677590
3.50637544145288      0.00000054236685
3.50994157477132      0.00115775086545
3.51007503536290      0.00000025726503
3.51014107880423      0.00000535085381
3.51018825797885      0.00424125725546
3.51778218414868      0.00067003885011
3.51780387747821      0.00000030945021
3.51964357134803      0.00000118204068
3.51976736295360      0.00288544643929
3.51985604802554      0.00000120148746
3.51994906735320      0.00030762060789
3.52630122827661      0.00308045009386
3.52632182261267      0.00002136749730
3.52888438443803      0.00133186875502
3.52906110173816      0.00000209100861
3.52998716520539      0.00001542107866
3.52999702753850      0.00125234214922
3.53310357325364      0.00000255579937
3.53311700091246      0.00194214917397
3.53762428338832      0.00064671941776
3.53768071760740      0.00000143284491
3.53788550479976      0.00557172848822
3.53800079420420      0.00000014023492
3.53995705290688      0.00001628647703
3.53996164439551      0.00013545952824
